doc_id,doc_date,doc_source,doc_title
236433,2017-08-22,PowerLine,Afghanistan and “nation building”
236434,2017-08-22,PowerLine,An Excellent Speech: Let’s Hope It’s an Excellent Strategy
236786,2017-08-22,PowerLine,Summer Camp In Gaza
236924,2017-08-22,PowerLine,"ESPN, the worldwide leader in liberal idiocy"
236925,2017-08-22,PowerLine,Tillerson contradicts Trump on Afghanistan
236926,2017-08-22,PowerLine,Barack Obama’s Legacy of Lies and Broken Promises on Afghanistan
237172,2017-08-23,PowerLine,And don’t mention Bob Lee
237446,2017-08-23,PowerLine,The president as media critic
237447,2017-08-23,PowerLine,The Name/Statue Game Has Barely Begun!
237460,2017-08-23,Politico Magazine,The Chaos Candidate Returns to His Favorite Tinder Box
237461,2017-08-23,Politico Magazine,Here’s What Russia’s Propaganda Network Wants You to Read
237462,2017-08-23,Politico Magazine,Inside the Left’s Plans to Occupy Trump
237463,2017-08-23,Politico Magazine,What Becomes of the Broken-Hearted Trump Fans?
237665,2017-08-23,Politico Magazine,When Nazis Filled Madison Square Garden
237666,2017-08-23,Politico Magazine,How the Burden of Afghanistan Could Fall on Trump’s Supporters
237667,2017-08-23,Politico Magazine,"If Nixon Went to China, Trump Can Talk to North Korea"
237791,2017-08-23,PowerLine,A beautiful little film
237867,2017-08-23,PowerLine,A Kick In the Groin
237868,2017-08-23,PowerLine,Trump’s endorsement not helping in Alabama Senate race
237869,2017-08-23,PowerLine,Free Speech? What’s That?
238031,2017-08-24,PowerLine,Statue of Limitations (3)
238032,2017-08-24,PowerLine,James Clapper assesses
238332,2017-08-24,Politico Magazine,Where Donald Trump Learned His Tough Love for History
238416,2017-08-24,PowerLine,Speaking of drones
238418,2017-08-24,PowerLine,"Amy Klobuchar, giant of the Senate"
238610,2017-08-24,Politico Magazine,Inside the Standoff at Trump's Phoenix Rally
238817,2017-08-24,PowerLine,It Takes A Distillery—or Three
238818,2017-08-24,PowerLine,A Franken correction
238819,2017-08-24,PowerLine,The McConnell factor in Alabama [UPDATED]
238830,2017-08-24,Politico Magazine,Stop Comparing Louise Linton to Marie Antoinette
238937,2017-08-24,PowerLine,"P.J O’Rourke, call your office"
238938,2017-08-24,PowerLine,Starvation: It’s a Small Price to Pay for Socialism!
238939,2017-08-24,PowerLine,Media Alert
239153,2017-08-25,Politico Magazine,My Weekend at the Falwells’ South Beach Flophouse
239306,2017-08-25,PowerLine,Thoughts from the ammo line
239307,2017-08-25,PowerLine,Klobuchar’s imposture
239348,2017-08-25,Politico Magazine,Why I’m Not Mad at the Wall Street Journal’s Gerard Baker
239608,2017-08-25,PowerLine,An Emetic for Gore
239787,2017-08-25,PowerLine,Total Eclipse of the Fun
239835,2017-08-25,PowerLine,"Democrats, Then and Now"
240029,2017-08-25,PowerLine,Trump pardons Joe Arpaio
240030,2017-08-25,PowerLine,More Terror Attacks In Europe
240190,2017-08-26,PowerLine,The Week in Pictures: Statuesque Edition
240227,2017-08-26,PowerLine,A note to the Star Tribune
240228,2017-08-26,PowerLine,Hate group hits jackpot
240631,2017-08-26,PowerLine,CIA keeping a watchful eye on. . .its director!
240632,2017-08-26,PowerLine,No More Gone With the Wind In Memphis
240633,2017-08-26,PowerLine,Why Trump should fire Gary Cohn
240634,2017-08-26,PowerLine,Far-Left Bullies Suppress Civil Rights In California
240927,2017-08-27,PowerLine,Mayweather-McGregor
240928,2017-08-27,PowerLine,Mattis speaks
240952,2017-08-27,Politico Magazine,The Trouble With Ivanka’s Business Partner
240953,2017-08-27,Politico Magazine,Why America Still Hasn’t Learned the Lessons of Katrina
241059,2017-08-27,PowerLine,Christian Group Sues SPLC and Amazon
241229,2017-08-27,PowerLine,Frack This
241327,2017-08-27,PowerLine,Neo-Nazis and Communists: What’s the Difference?
241328,2017-08-27,PowerLine,Labour demotes MP over true but politically incorrect statements about rape
241389,2017-08-28,PowerLine,All dreamy about the dream team
241496,2017-08-28,Politico Magazine,"220 Days of Trump’s Unpredictable, Un-Obama, Alpha Male Foreign Policy"
241497,2017-08-28,Politico Magazine,Week 14: The Trump Dossier Resurfaces
241498,2017-08-28,Politico Magazine,How North Korea Shocked the Nuclear Experts
241583,2017-08-28,PowerLine,"Developing, but not in the Star Tribune"
241818,2017-08-28,PowerLine,"Michael Cromartie, RIP"
241819,2017-08-28,PowerLine,Maxine Waters charged with ethics violations
241820,2017-08-28,PowerLine,The Texas Storm and Climate Change
241821,2017-08-28,PowerLine,Terry McAuliffe changes his tune on statues
241822,2017-08-28,PowerLine,Is America a Seething Hotbed of Racism and Bigotry?
242161,2017-08-28,PowerLine,Democrats’ Russia Story Hits Another Dead End
242162,2017-08-28,PowerLine,The Alt-Right vs. the Ctrl-Left
242325,2017-08-29,Politico Magazine,Harvey Is What Climate Change Looks Like
242331,2017-08-29,PowerLine,John Bolton on how to exit the Iranian nuclear deal
242332,2017-08-29,PowerLine,A note on Maxine Waters
242333,2017-08-29,PowerLine,The war on standards — shoot the messenger edition
242685,2017-08-29,Politico Magazine,How Washington Made Harvey Worse
242686,2017-08-29,Politico Magazine,How Detroit’s Mayor Became Unbeatable
242694,2017-08-29,PowerLine,Orfield plays the race card
242695,2017-08-29,PowerLine,"Minnesota cage match, 2017 edition (4)"
242910,2017-08-29,Politico Magazine,Trump’s Biggest North Korea Mistake Is Coming
243048,2017-08-29,PowerLine,Was the Houston Disaster Man-Made?
243049,2017-08-29,PowerLine,The Future of Energy Is Still . . . Coal
243127,2017-08-29,PowerLine,Whose Side Is the New York Times On?
243128,2017-08-29,PowerLine,Romanticizing the Detroit riots
243158,2017-08-29,Politico Magazine,Donald Trump Is Not a Populist
243292,2017-08-29,PowerLine,Did Joe Arpaio receive a fair hearing from an unbiased judge?
243565,2017-08-30,PowerLine,Judge tosses Sarah Palin’s suit against the New York Times
243566,2017-08-30,PowerLine,The Media Never Disappoints
243567,2017-08-30,PowerLine,“Cajun Navy” to the rescue
243568,2017-08-30,PowerLine,Al Franken thinking it over
243679,2017-08-30,Politico Magazine,Why Claire McCaskill Is Holding Her Fire
243680,2017-08-30,Politico Magazine,Why Kim Jong Un Isn’t Afraid of Donald Trump
243929,2017-08-30,Politico Magazine,Don’t Call Them ‘Obama Holdovers.’ Call Them Patriots.
244087,2017-08-30,Politico Magazine,How Harvey Will Change Texas
244193,2017-08-30,PowerLine,Shocking Sexism and Racism by Leftist Professors at University of Nebraska
244233,2017-08-30,Politico Magazine,Are Think Tanks Doomed?
244311,2017-08-31,PowerLine,Trump gets high marks for hurricane response
244718,2017-08-31,PowerLine,(DHS) Magical mystery tour: Doing the work the Star Tribune won’t do (4)
244910,2017-08-31,Politico Magazine,Don’t Judge Trump on How He Handles Harvey
244911,2017-08-31,Politico Magazine,This Is How Trump Can Earn a Rare Win in the Middle East
244912,2017-08-31,Politico Magazine,I Was a Mercenary. Trust Me: Erik Prince’s Plan Is Garbage.
245019,2017-08-31,PowerLine,"Expecting Defeat In Supreme Court, Public Sector Unions Try to Slow Exodus of Members"
245102,2017-08-31,Politico Magazine,Will Trump Break His Promise to Dreamers?
245222,2017-08-31,PowerLine,Senators say Comey drafted Clinton exoneration memo before she was interviewed
245223,2017-08-31,PowerLine,"Trump Gives $1 Million, Still Can’t Win"
245581,2017-09-01,PowerLine,Thoughts from the ammo line
245730,2017-09-01,Politico Magazine,Mick the Knife
245731,2017-09-01,Politico Magazine,‘It's Not Going To Be All Right’
245732,2017-09-01,Politico Magazine,What It Looks Like to Relocate a Town
245863,2017-09-01,PowerLine,Was it a hack or a leak? (4)
245864,2017-09-01,PowerLine,Off the GRID
245982,2017-09-01,PowerLine,Justice Scalia on “the very human realities” in Arpaio’s Arizona
245983,2017-09-01,PowerLine,"Almost Live from San Francisco, It’s the APSA!"
246094,2017-09-01,PowerLine,DOJ tried to force pastor to testify on his views of Islam
246143,2017-09-01,Politico Magazine,The Troubling Sheriffs’ Movement That Joe Arpaio Supports
246356,2017-09-02,PowerLine,Trump Administration Cancels Oppressive Obama Employment Regulations
246357,2017-09-02,PowerLine,New York Times undercuts claim that Trump obstructed justice
246507,2017-09-02,PowerLine,J.J. Watt leads the way
246508,2017-09-02,PowerLine,The Week in Pictures: Hurricane Trump Edition
246649,2017-09-02,Politico Magazine,Can This Governor Teach Democrats How to Win in the South?
246650,2017-09-02,Politico Magazine,The New York Times Op-Ed Page Is Not Your Safe Space
246735,2017-09-02,PowerLine,"Waiting for Franken, or someone like him"
246736,2017-09-02,PowerLine,Live from the APSA: Lame Protesters!
246890,2017-09-02,PowerLine,Does Comey’s draft statement on Clinton show he lied to Congress?
246989,2017-09-02,Politico Magazine,Week 15: A Hard Rain Falls on Trump Tower
247023,2017-09-02,PowerLine,The Ultimate Photo-Op for President Trump
247024,2017-09-02,PowerLine,"HBO Kills “Mogadishu, Minnesota”"
247026,2017-09-03,PowerLine,"The war on standards, mock trial edition"
247314,2017-09-03,PowerLine,A sight to behold
247315,2017-09-03,PowerLine,"Waiting for Al Franken, or someone like him (2)"
247316,2017-09-03,PowerLine,Conan does Israel
247507,2017-09-03,PowerLine,Trump Derangement Syndrome Comes to Seed Art
247612,2017-09-03,Politico Magazine,The Martyring of Colin Kaepernick
247715,2017-09-04,PowerLine,Can the left do without identity politics?
248104,2017-09-04,PowerLine,"On DACA, Let’s Make a Deal"
248105,2017-09-04,PowerLine,Al Franken then and now
248106,2017-09-04,PowerLine,"Trump expected to end DACA, and should"
248278,2017-09-04,PowerLine,Power Line’s Next Comedy Legend
248363,2017-09-04,PowerLine,A Day at the Fair
248411,2017-09-04,PowerLine,This day in baseball history — now that was a pennant race
248412,2017-09-04,PowerLine,A middle class revival
248851,2017-09-05,Politico Magazine,The POLITICO 50
248852,2017-09-05,Politico Magazine,The Rise of the Twitter Thread
248853,2017-09-05,Politico Magazine,Is the Electoral College Doomed?
248854,2017-09-05,Politico Magazine,Is America Still a ‘Nation of Ideas’?
248855,2017-09-05,Politico Magazine,‘Negative Partisanship’ Explains Everything
248856,2017-09-05,Politico Magazine,'I Think the ‘60s Are Back’
248857,2017-09-05,Politico Magazine,How We Killed Expertise
248858,2017-09-05,Politico Magazine,The POLITICO 50 Survey
248859,2017-09-05,Politico Magazine,The Gerasimov Doctrine
248860,2017-09-05,Politico Magazine,Dealing With Hurricane Trump
248861,2017-09-05,PowerLine,President Trump and the rule of law
248862,2017-09-05,PowerLine,Our dystopian future
249076,2017-09-05,PowerLine,APSA After-Action Report
249290,2017-09-05,Politico Magazine,Mad About DACA? Win Some Elections.
249291,2017-09-05,PowerLine,"Harvey, Houston and the Left"
249292,2017-09-05,PowerLine,"House Committee Subpoenas FBI, DOJ in Russia Investigation"
249293,2017-09-05,PowerLine,Testing the Ratchet Effect
249294,2017-09-05,PowerLine,"Franken opposes, Klobuchar disposes"
249295,2017-09-05,PowerLine,"Obama weighs in on DACA, disingenuously"
249518,2017-09-06,PowerLine,Hysterical congressman calls John Kelly a “disgrace to the uniform he used to wear”
249878,2017-09-06,Politico Magazine,I Came to America When I Was Three. What Am I Supposed to Do in Mexico?
249879,2017-09-06,Politico Magazine,The Legal Flaw With Ditching DACA
250059,2017-09-06,PowerLine,"That Was Then, This Is Now"
250060,2017-09-06,PowerLine,The many moods of Amy Klobuchar
250061,2017-09-06,PowerLine,De Blasio Unplugged
250265,2017-09-06,PowerLine,"What do you mean “we,” lefty"
250266,2017-09-06,Politico Magazine,What I Learned From Playing Donald Trump
250267,2017-09-06,Politico Magazine,This Pro-Hillary Website Looks Like North Korean Agitprop
250519,2017-09-06,PowerLine,Worst Trump tweet ever?
250520,2017-09-06,PowerLine,Annals of Government Medicine
250521,2017-09-06,PowerLine,"Getting rich on poverty law, or something"
250940,2017-09-07,Politico Magazine,Why Jeff Sessions’ Recycled Crime-Fighting Strategy Is Doomed to Fail
250942,2017-09-07,Politico Magazine,The Deep State Is Real
251054,2017-09-07,PowerLine,Are you now or have you ever been?
251055,2017-09-07,PowerLine,A face in the crowd revisited
251306,2017-09-07,PowerLine,Amazon to Seattle: Drop Dead
251307,2017-09-07,PowerLine,Don’t be “cruel”
251308,2017-09-07,PowerLine,Trump’s Trump?
251309,2017-09-07,PowerLine,Loose Ends (28)
251310,2017-09-07,PowerLine,Will Google Google the Factual Feminist?
251417,2017-09-07,Politico Magazine,Hillary’s Message To Dems: Don’t Give Bernie The Keys
251454,2017-09-07,PowerLine,How Unpopular Is Donald Trump?
251455,2017-09-07,PowerLine,Trump hits another home run on judges
251456,2017-09-07,PowerLine,Betsy DeVos Signals Intent to Reverse Obama’s “Guidance” on Campus Sexual Assault
251457,2017-09-07,PowerLine,What’s so bad about feeling good?
251743,2017-09-08,PowerLine,This day in baseball history — Bob Gibson returns
251992,2017-09-08,Politico Magazine,How to See Justice Done on Campus Sexual Assault
251993,2017-09-08,PowerLine,On the cover of Time Magazine
251994,2017-09-08,PowerLine,Thoughts from the ammo line
252197,2017-09-08,PowerLine,Hurricane Watch
252198,2017-09-08,PowerLine,Trump DOJ backs baker in gay wedding case
252480,2017-09-08,Politico Magazine,"A Requiem for Florida, the Paradise That Should Never Have Been"
252481,2017-09-08,Politico Magazine,How Facebook Changed the Spy Game
252511,2017-09-08,PowerLine,Lois Lerner won’t be prosecuted
252512,2017-09-08,PowerLine,Hurricanes Came Just in the Nick of Time
252793,2017-09-09,PowerLine,"Minnesota cage match, 2017 edition (5)"
252794,2017-09-09,PowerLine,In the eye of Irma
252795,2017-09-09,PowerLine,The Week in Pictures: Epic Hurricane Edition
252904,2017-09-09,Politico Magazine,How the Dreamers Learned to Play Politics
252905,2017-09-09,PowerLine,Statue Mania Comes to Minnesota
253129,2017-09-09,Politico Magazine,Masters of Disaster
253230,2017-09-09,PowerLine,"Embracing Ancestry, Genetic Code and Melanin"
253294,2017-09-10,PowerLine,Is the GOP establishment trying to nullify the 2016 election?
253423,2017-09-10,PowerLine,The gutless Mr. Franken
253424,2017-09-10,PowerLine,St. Louis Park family loses son to ISIS
253485,2017-09-10,Politico Magazine,The Myth of Deep Throat
253487,2017-09-10,Politico Magazine,Week 16: Donald Jr. Spins His Trump Tower Tale Again
253488,2017-09-10,Politico Magazine,When the U.S. Government Tried to Fight Communism With Buddhism
253706,2017-09-10,PowerLine,The Dems 2020 Field Taking Shape
253961,2017-09-10,PowerLine,Liberal scholar decries questioning nominees about religion
253999,2017-09-11,PowerLine,Have Colleges Completely Lost Their Minds?
254000,2017-09-11,PowerLine,Common Sense on Hurricanes
254001,2017-09-11,PowerLine,America:  We’re not who Obama thinks we are
254157,2017-09-11,PowerLine,Almost blacklisted by Google
254158,2017-09-11,PowerLine,The gutless Mr. Franken (2)
254159,2017-09-11,PowerLine,A day to be proud…
254160,2017-09-11,PowerLine,Dartmouth’s 9/11
254341,2017-09-11,Politico Magazine,‘People Don’t Really Know What We Stand For’
254526,2017-09-11,Politico Magazine,"Clinton Blames Herself, and Many Others"
254527,2017-09-11,Politico Magazine,The Man the Presidency Changed
254528,2017-09-11,Politico Magazine,You Won’t Like Mexico When It’s Angry
254764,2017-09-11,PowerLine,On missing the (alleged) new Golden Age of television
254765,2017-09-11,PowerLine,Are Republicans Fleeing Congress Because of Trump?
254766,2017-09-11,PowerLine,A Chappaquiddick Reckoning At Last? [With Comment by John]
254767,2017-09-11,PowerLine,John Kelly fires back at Luis Gutierrez
254768,2017-09-11,PowerLine,Irma update
254923,2017-09-12,PowerLine,Report: Tillerson pushes for Israel to return millions in U.S. aid
255150,2017-09-12,Politico Magazine,This Is What It’s Like to Ride Out a Hurricane
255152,2017-09-12,Politico Magazine,We Came Back Stronger After Katrina. So Can Houston and Florida.
255153,2017-09-12,Politico Magazine,‘Everybody Needs to Stand Up’
255178,2017-09-12,PowerLine,Victim of the SPLC
255179,2017-09-12,PowerLine,Pompeo speaks
255808,2017-09-12,PowerLine,Equifax: irresponsible and maybe worse
255810,2017-09-12,PowerLine,Coates Versus Douglass
255848,2017-09-12,Politico Magazine,The Single-Payer Insanity
255942,2017-09-12,PowerLine,James Comey In the Dock? And More
256015,2017-09-13,PowerLine,Hiding the ball on campus rape
256297,2017-09-13,PowerLine,The Franken factor
256298,2017-09-13,PowerLine,Victim of the SPLC (2)
256465,2017-09-13,PowerLine,Want to See a Real Nightmare?
256466,2017-09-13,PowerLine,“What happened” in a nutshell
256832,2017-09-13,PowerLine,Have Colleges Completely Lost Their Minds? (2)
256854,2017-09-13,PowerLine,Victim of the SPLC (3)
256855,2017-09-13,PowerLine,"It’s Clinton’s Fault!—Bill, That Is"
257023,2017-09-13,PowerLine,Democratic Party Smears Neil Gorsuch As a Bigot
257154,2017-09-14,PowerLine,Who are the “dreamers”? [UPDATED:  Trump reportedly makes a deal with Chuck and Nancy]
257155,2017-09-14,PowerLine,Health Care Reform Is Not Dead
257425,2017-09-14,PowerLine,The Franken fallout
257487,2017-09-14,Politico Magazine,How Man-made Earthquakes Could Cripple the U.S. Economy
257488,2017-09-14,Politico Magazine,The Hapless Smear Campaign Against Jim Comey
257618,2017-09-14,PowerLine,It’s Official: Democrats Now the Socialist Party of America
257619,2017-09-14,PowerLine,Deal or no deal?  Wall or no wall?  Conservative or no conservative?
257953,2017-09-14,PowerLine,Three Cheers for Imperialism
258217,2017-09-14,PowerLine,Fake news about H.R. McMaster?
258288,2017-09-15,PowerLine,The limits of Trump’s disdain for political incorrectness
258308,2017-09-15,Politico Magazine,When the U.S. Almost Went to War With North Korea
258313,2017-09-15,PowerLine,Sanders Admits His Health Plan Will Bankrupt the US
258631,2017-09-15,Politico Magazine,The Loneliest President
258632,2017-09-15,PowerLine,Ellison’s spokesman speaks
258633,2017-09-15,PowerLine,Thoughts from the ammo line
259077,2017-09-15,PowerLine,The New Yorker Cover that Never Ran
259078,2017-09-15,PowerLine,Fight of the Decade: Golovkin vs. Alvarez
259079,2017-09-15,PowerLine,Memo to CNN: They Don’t Call It The “Boob Tube” for Nothing
259080,2017-09-15,PowerLine,Ellison spokesman: Current or former?
259232,2017-09-15,PowerLine,Can Senate Republicans get Obamacare replacement over the finish line?
259306,2017-09-16,PowerLine,Chuck and Nancy and Donald and Heidi
259451,2017-09-16,Politico Magazine,How Trump’s Immigration Crackdown Threatens to Choke Idaho’s Dairy Industry
259452,2017-09-16,Politico Magazine,Getting Real With North Korea
259453,2017-09-16,Politico Magazine,Week 17: Bannon the Critic Pans the Scandal Everyone’s Binge-watching
259560,2017-09-16,PowerLine,The Week in Pictures: Hurricane Hillary Edition
259618,2017-09-16,PowerLine,Why were we in Vietnam?
259620,2017-09-16,PowerLine,Associated Press Says: Don’t Cut Taxes!
259947,2017-09-16,PowerLine,Left balks as Sessions returns DOJ to rule of law
259999,2017-09-17,PowerLine,Strange doings in Alabama
260160,2017-09-17,Politico Magazine,Mark Lilla Is Getting Identity Politics All Wrong
260161,2017-09-17,Politico Magazine,Teaching English in the Age of Trump
260162,2017-09-17,Politico Magazine,"Honey, I Shrunk the Oval Office"
260163,2017-09-17,PowerLine,"The intimidation game, cont’d"
260259,2017-09-17,PowerLine,The Awan case: Curiouser and curiouser
260260,2017-09-17,PowerLine,"Minnesota cage match, 2017 edition (6)"
260261,2017-09-17,Politico Magazine,‘I Want to Explode’ — A Roger Ailes Protégé Bares His Soul
260416,2017-09-17,Politico Magazine,The Juggalos Come to Washington
260417,2017-09-17,PowerLine,What’s Happening With Trump?
260475,2017-09-17,PowerLine,Loose Ends (29)
260565,2017-09-17,PowerLine,TV Industry Slams President Trump
260965,2017-09-18,Politico Magazine,Twitter Man vs. Rocket Man
260966,2017-09-18,Politico Magazine,How to Read Bob Mueller’s Hand
261032,2017-09-18,PowerLine,Johnsonian gleanings
261033,2017-09-18,PowerLine,What happened in Clinton emails
261259,2017-09-18,PowerLine,Pelosi Driven Off Stage By “DREAMers”
261260,2017-09-18,PowerLine,Demography and the End of Diversity?
261261,2017-09-18,PowerLine,"Strange doings in Alabama, Part Two"
261398,2017-09-18,Politico Magazine,When Obama and I Upset the Whole Country of Kenya
261399,2017-09-18,Politico Magazine,How the FEC Turned a Blind Eye to Foreign Meddling
261400,2017-09-18,Politico Magazine,Trump’s U.N. Obsession Collides With Reality
261422,2017-09-18,PowerLine,The Wages of Borking
261423,2017-09-18,PowerLine,Chuck and Nancy and Donald and Kyrsten
261526,2017-09-18,PowerLine,So Trump Was Right About His Campaign Being Bugged?
261603,2017-09-19,PowerLine,On blaming the media for “what happened”
261991,2017-09-19,PowerLine,Montemayor’s mysteries
261992,2017-09-19,PowerLine,Discreet charm of the Dreamers
261993,2017-09-19,PowerLine,A word from the Weekly Standard
261997,2017-09-19,Politico Magazine,Meet the Leader of the Vast Left-Wing Conspiracy
262128,2017-09-19,PowerLine,Trump’s “Obama had my ‘wires tapped'” claim still not vindicated
262129,2017-09-19,PowerLine,Global Warming? Not So Fast Say Scientists!
262326,2017-09-19,PowerLine,Trump at the U.N.
262329,2017-09-19,Politico Magazine,Is Chuck Schumer Having Too Much Fun With Trump?
262371,2017-09-19,PowerLine,Trump at the U.N. (2)
262545,2017-09-19,PowerLine,Is the Earth’s Climate History Largely a Fraud?
262546,2017-09-19,PowerLine,Netanyahu at the U.N.
262547,2017-09-19,PowerLine,What Happened? A Horrible Candidate Lost
262873,2017-09-20,PowerLine,That which must not be said
262888,2017-09-20,Politico Magazine,"For Alabama Voters, a ‘Choice as Clear as Mud’"
262890,2017-09-20,Politico Magazine,The Electoral College Is a National Security Threat
262894,2017-09-20,Politico Magazine,"Trump’s U.N. Speech Was Bad, But Let’s Not Lose Our Heads"
263197,2017-09-20,PowerLine,Did Trump unsettle Russia and China?  Let’s hope so
263212,2017-09-20,Politico Magazine,The Strange Authenticity of Hillary Clinton
263217,2017-09-20,PowerLine,Pseudo-moderate Dems toe party line on DOJ nominations
263459,2017-09-20,PowerLine,"For Jewish readers, happy new year"
263461,2017-09-20,PowerLine,“Stop the Hammering!” Meltdown at MSNBC
263517,2017-09-20,PowerLine,Seth Leibsohn mulls congressional run
263518,2017-09-20,PowerLine,Why Trump Is So Much Fun
263519,2017-09-20,PowerLine,"The Causes of Income Inequality, Revealed"
263903,2017-09-21,Politico Magazine,Jim Acosta Is the White House’s Favorite Reporter
263912,2017-09-21,PowerLine,Dr. Roy to the Rescue Again
263913,2017-09-21,PowerLine,Trump vs. Obama On Foreign Policy
264094,2017-09-21,PowerLine,Today’s Moment of Media Zen: The O’Donnell-O’Reilly Mashup
264432,2017-09-21,Politico Magazine,Group Therapy Is Saving Lives in Chicago
264434,2017-09-21,Politico Magazine,Making Peace on Chicago’s Most Dangerous Block
264436,2017-09-21,Politico Magazine,The Life-and-Death Consequences of Summer Jobs Programs
264458,2017-09-21,PowerLine,Leftist Jews use Days of Awe to atone for America’s “sins”
264460,2017-09-21,PowerLine,Trump on the Move
264548,2017-09-21,PowerLine,Valerie Plame Wilson “outs” herself
264549,2017-09-21,PowerLine,"Trump Moves Against North Korea, Press Is Confused"
264751,2017-09-22,Politico Magazine,He's the Republican Dream Candidate. There's Just One Problem...
264916,2017-09-22,PowerLine,That which must not be said (2)
264917,2017-09-22,PowerLine,The China syndrome
264918,2017-09-22,PowerLine,Lawrence O’Donnell: What happened
264919,2017-09-22,PowerLine,Thoughts from the ammo line
265170,2017-09-22,PowerLine,Ed Gillespie unbound
265403,2017-09-22,PowerLine,The FBI: Still Stonewalling
265404,2017-09-22,PowerLine,Chardonnay Or Vodka?
265535,2017-09-22,PowerLine,Trump in Huntsville
265536,2017-09-22,PowerLine,"Moore continues to lead Strange, gains Ben Carson’s endorsement"
265621,2017-09-23,PowerLine,The Worst Republican Senator
265695,2017-09-23,PowerLine,The Week in Pictures: End Times Edition
265893,2017-09-23,Politico Magazine,The Resurrection of Roy Moore
265894,2017-09-23,Politico Magazine,Joe Biden’s Platform for 2020: Anti-Populism
265895,2017-09-23,Politico Magazine,The Nuclear Deal Is Iran’s Legal Path to the Bomb
265916,2017-09-23,PowerLine,What we’ve got here is failure to kommunicate
265917,2017-09-23,PowerLine,"Minnesota cage match, 2017 edition (7)"
265918,2017-09-23,PowerLine,"Civil War on the Left, Part 47: Obama Please Go Away!"
265919,2017-09-23,PowerLine,Should NFL Teams Fire Players Who Won’t Stand For the Anthem? [with comment by Paul]
266261,2017-09-23,PowerLine,The test of a good GOP attack ad:  Do the Dems cry “Willie Horton”?
266313,2017-09-24,PowerLine,Stephen Curry wants to have it both ways
266559,2017-09-24,PowerLine,Mueller’s case
266560,2017-09-24,PowerLine,Looking back at “Don’t Look Back”
266584,2017-09-24,Politico Magazine,Trump Throws His NFL Buddies Under the Bus
266585,2017-09-24,Politico Magazine,How Conservatives Learned to Love Free Lawyers for the Poor
266586,2017-09-24,Politico Magazine,"A College Lecturer Tweeted, ‘Trump Must Hang.’ He Doesn’t Regret It."
266587,2017-09-24,Politico Magazine,The Jewish Immigrants Who Helped the U.S. Take on Nazis
266724,2017-09-24,PowerLine,Coming Attractions: Laughing at Communism
266946,2017-09-24,PowerLine,Anti-Immigration Party Surges as Merkel Wins German Election
266947,2017-09-24,PowerLine,"Civil War on the Left, Part 48: Asian Supremacy?"
267022,2017-09-24,Politico Magazine,Week 18: The Further Perils of Paul Manafort
267024,2017-09-24,Politico Magazine,Congress Can Still Make a Difference on Iran
267111,2017-09-25,PowerLine,Steve Kerr wants to have it both ways
267353,2017-09-25,PowerLine,Brothers in arms
267354,2017-09-25,PowerLine,Steeler alone [with comment by Paul]
267397,2017-09-25,Politico Magazine,Tony Blair Says the Left Has Lost Its Way
267683,2017-09-25,PowerLine,Toasted Weiner
267763,2017-09-25,Politico Magazine,How Trump Can Get Out of His Iran Jam
267946,2017-09-25,PowerLine,"Violent Crime Rates Rise, But Liberals Take No Responsibility"
267947,2017-09-25,PowerLine,"For the White House Press Corps, Football Is Issue #1"
267948,2017-09-25,PowerLine,Villanueva apologizes for standing during anthem
268065,2017-09-26,Politico Magazine,Trump’s Ugly Flag Football Game
268105,2017-09-26,PowerLine,Redskins best Raiders on and off the field
268106,2017-09-26,PowerLine,The Disgrace at Hamilton College
268460,2017-09-26,PowerLine,The Dallas Cowboys find a middle way
268461,2017-09-26,PowerLine,The Lampoon Times
268462,2017-09-26,PowerLine,Jared Kushner’s personal email account
268511,2017-09-26,Politico Magazine,How the National Anthem Got Tangled Up With American Sports
268512,2017-09-26,Politico Magazine,Can a Hollywood Celebrity Find the Truth About Trump and Russia?
268743,2017-09-26,Politico Magazine,Why Banning Russian Facebook Ads Might Be Impossible
268956,2017-09-26,PowerLine,Obama’s lying quartet
268967,2017-09-26,PowerLine,Hillary Clinton peddles fake news about Trump and Puerto Rico
268968,2017-09-26,PowerLine,Ken Burns’s “The Vietnam War”
269192,2017-09-27,PowerLine,Is Sea Level Rising?
269193,2017-09-27,PowerLine,Not looking good for Luther Strange (or Pres. Trump) in Alabama [UPDATED – Moore Wins]
269611,2017-09-27,Politico Magazine,Trump Sent Judges to the Border. Many Had Nothing to Do.
269612,2017-09-27,Politico Magazine,When Presidents Get Angry
269643,2017-09-27,PowerLine,The campus free speech crisis and how to deal with it
269644,2017-09-27,PowerLine,How Obama funds the anti-Trump resistance
269645,2017-09-27,PowerLine,If you liked Ike
269788,2017-09-27,Politico Magazine,Puerto Rico in the Dark
269917,2017-09-27,PowerLine,You Will Be Made to Conform
269918,2017-09-27,PowerLine,"The German Question, Again"
270040,2017-09-27,Politico Magazine,The Vietnam War Transcript Trump Needs to Read
270041,2017-09-27,Politico Magazine,Let Trump Have 280 Twitter Characters
270225,2017-09-27,PowerLine,Grading Trump’s Tax Reform Plan
270226,2017-09-27,PowerLine,"Hillary, Bunny, and John Edwards"
270227,2017-09-27,PowerLine,Time to Switch Leagues?
270228,2017-09-27,PowerLine,"Boo, Hiss"
270306,2017-09-28,Politico Magazine,The Culture War President
